"","tweet"
"3517","@SouthwestAir how about some power ports for my dying iPhone? Feel like I'm stuck in 1999 w/o power. Folks like Virgin are gaining on you."
"3518","@united you guys suck. That is all"
"3519","If our flight gets delayed one more time I'm calling an Uber from the San Diego Airport to Fullerton and sending @AmericanAir the bill "
"3520","@united 2.5 delay on an 8am flight???? CMONNNNN MAN!!!!!"
"3521","@AmericanAir Hi team, I just received two delay notifications on an award ticket tomorrow, could someone help move me to an earlier flight?"
"3522","@united can you check me in for my flight tomm as I am on a group ticket but want to get on the upgrade list before it's too late!"
"3523","My @JetBlue flight delayed just enough to let me enjoy @premierboxing on @CBS! #Perfect! #Boxing"
"3524","@united frustrated due to jfk and connecting from Syd!  Gate agent@64 in SFO Isn't empathetic toward anyone n doesn't care poor service"
"3525",".@JetBlue just had snacks brought out to the gate for our delayed flight. Still the best in customer service #TravelWoes"
"3526","@JetBlue lost a customer for life. Not only did they hide the 4 hour JFK delays. No one cleaned vomit on my seat"
"3527","@DeltaAssist Flight cancelled DAB-&gt;ATL. Rebooked for tomorrow but no hotel!  Stuck in airport with two young children. Help! #momgoingcrazy"
"3528","@jmeleTCN @AmericanAir @USAirways @PHLAirport  lost our best friend Benson just 3 weeks ago. Still hurts... #feelyourpain"
"3529","@AmericanAir your ground and air service sux. I used to be elite but don't make the effort b/c ur service is so rude."
"3530","@AmericanAir Gents. I have submitted 2 times a complaint to Customer Services (1-3157703624) (1-3256304587) is somebody working there?"
"3531","I was bitching about how shitty the @AmericanAir terminal is in the ATL airport when I saw a @goldbergsbagel. So, nevermind I guess."
"3532","@AmericanAir @USAirways I can't believe you guys lost my luggage. It has caused SO much drama. And on Easter at that. Need my stuff PRONTO."
"3533","@Delta Michelle Smith representative/Salt Lake, very rude and has no idea about travel in a wheelchair. #cancelling. moving to @AmericanAir"
"3534","@DeltaAssist what's happening with Delta your service is wanting all round... rude gate agents impatient air hostesses!"
"3535","@DeltaAssist do you have a scanning system to track lost baggage?"
"3536",".@united give the worst customer service I have ever experienced. Will cite any little policy they can to refuse to help."
"3537","I've come to the unavoidable conclusion that airlines only maintain their aircraft while sitting on the tarmac. @AmericanAir"
"3538","@SouthwestAir if I miss my flight how to I get a ticket for the next one? #holidaytraffic"
"3539","@JetBlue - this is ridiculous. A plane full of people delayed 45mins for a tray table?"
"3540","@SouthwestAir The maintenance issue w/ the oxygen tank should have been taken care of last night after they used it."
"3541","I don't think I have ever flown @AmericanAir without being delayed."
"3542","Boarded my @SouthwestAir flight on time, them they now say we are going to be delayed for 1:30 because of the air traffic at @flyLAXairport"
"3543","To my twitter buddies: Pay extra $ to fly @SouthwestAir @united or @Delta. DO NOT FLY @FrontierCare @FlyFrontier U will only be disappointed"
"3544","@AmericanAir hey I'm stuck in philly what's going on we've been waiting for hours now"
"3545","@JetBlue of my flight leave at 9:44 what time should I get to Logan?"
"3546","@united my flight is very delayed I need help getting on a different route because I will misconnect to philadelphia"
"3547","@Alex__David @united there must be something that can be done in return for this man's atrocious flying experience."
"3548","@The_Powell3: NEVER FLY @united they're supposed to be the worst... #WORST"
"3549","Alaska airlines never seems to disappoint me. I had a good flight to Vegas from Anchorage. The crew were very friendly @AlaskaAir"
"3550","@AmericanAir waiting 41 days 4 refund. 4/3/15 found out A A rep submitted it wrong.  Can someone get this done! #WhereIsMyMoney #ownership"
"3551","@Delta you should stop saying ""enjoy your flight"" the best situation is the ""not completely miserable"" flight. Fly @VirginAmerica for that."
"3552","@AlaskaAir and we met those criteria; this much was acknowledged by the reservation desk person. Shame on all of you."
"3553",".@avocaireland when @united delayed flgt 8+ hrs in dublin, no time to shop US. Your stuffed bunnies and avoca #easterbags did it. No baskets"
"3554","@guyakimoto @SouthwestAir what the actual fuck?"
"3555","@AmericanAir  been siting on the Tarmac for 30 minutes waiting for a gate...my flight was only 20 minutes long"
"3556","@united you're a joke. Learn how to manage your flight crews. Flights cancelled because youre Incompetent at managing for operations."
"3557","umm @SouthwestAir i PAID $8 for ur shit wifi not my own money but still http://t.co/jwoH0vj1DR"
"3558","@DeltaAssist your video player is completely ridiculous, I have downloaded 3 drivers and it still doesn__t work, multiple browsers etc. #fail"
"3559","@DeltaAssist hi, we were on board when the flight leader told us to get off the plane or leave her on her own. Not really what I'd expect"
"3560","@mskathleenmeyer @AmericanAir #it went out the door years ago.  They never reduced prices and luggage fees from when the gas went high."
"3561","@SouthwestAir Just landed in BOS on a delayed, fly infested flight from Houston. Never any safety briefing or cabin check before landing."
"3562","@flybe 810 IOM - MAN cancelled and @AmericanAir 210 JFK-MAN now due 11:00 instead of 07:35"
"3563","When did @VirginAmerica start flying to HNL and why did no one tell me? My favorite airline can now fly me home?! HELL YES!!! #flyinginstyle"
"3564","@DeltaAssist help!!! Paid delta lost and found to ship a bag left on plane. Never received bag or tracking info. Who can I call?thanks!"
"3565","Oh @Delta, you just lost me. Boarding process out of PAP was unbelievably ridiculous. I'll use @AmericanAir from now on."
"3566","@jonisick @VirtualizeThis @AmericanAir @USAirways no @SpiritAirPR is way worse"
"3567","Why does @AmericanAir have to bump up their flight prices within five minutes of me scrolling around? UGH"
"3568","@SouthwestAir @Leinenkugels I hate flying, but when I do...I choose Southwest. Scrap the Dramamine for a @Leinenkugels. #NationalBeerDay"
"3569","Woman kicked off flight for having cancer? #alaskaair way to be compassionate!   @AlaskaAir http://t.co/vYGPxUAJST  #idiots"
"3570","@AmericanAir an hour wait for a gate is inexcusable &amp; is making for an extremely late arrival to my hotel in MD. You must do better."
"3571","Trying to book our honeymoon flights, no joke, and @United has screwed it all up. Hey @Delta we're trying to go to Rome. Room for two?"
"3572","#shame @AlaskaAir  https://t.co/Oavy2vaKJ8"
"3573","@AlaskaAir @artmin And that is exactly  why Elizabeth Sedway was kicked off her flight!!!"
"3574","Due to my flight being delayed I have 10-15 minutes to connect to my next flight. Ughhh! Hope I don't miss my graduation @AmericanAir"
"3575","@SouthwestAir I already filed a lost item report but I got an ID # for my item. How to I contact lost and found to let them know?"
"3576","@JetBlue Having the worst experience with you today. NOT a good way to start a vacation #Nyc FLIGHT1801 Super Delayed"
"3577","@AmericanAir whats the hold up on 5773 getting 2 the gate in DAL? Other AA planes r in no issue. Will u hold flight 1186 so I can get 2 ATL?"
"3578","@DeltaAssist who do I contact about damage to my luggage?"
"3579","Wow way to shine @AlaskaAir I will never fly your airways again. You all should be ashamed. SHAME!!!!! #unreal"
"3580","Won't let a flight delay run my day @SouthwestAir  #NoCaliDroughtAMileHigh #CaliforniaHereICome #Jeffily411 http://t.co/nN6V38zAYM"
"3581","@people shame on @AlaskaAir"
"3582","@DeltaAssist hey this is a 50 min wait for someone to answer the phone"
"3583","@united Barbara Stutzman, on a delayed UA977 (DXB-IAD) flight (lv at 01:40 on 4/10) urgently needs wheel chair assistance! Pls advise!"
"3584","During our delay @SouthwestAir stewardess is offering to take photos of people. She's going row to row. ."
"3585","@united There's no compassion policy? What if person dies? Or is incapacitated? No recourse at all? Lose the ticket and all the money?"
"3586","@united its 9:55 and Im still in BHM, so why does your website say the flight is scheduled to depart at 8:00? #fail http://t.co/Zs8ffyXWb0"
"3587","@AmericanAir You split my wife &amp; I on separate planes via a schedule change?! Now I cant even call in to talk to a representative. Terrible!"
"3588","@DeltaAssist she transferred me to an American flight, which although delayed is getting out. She deserves kudos for going above and beyond!"
"3589","I leave in 1hr for the airport and @united changes my flight to tomorrow? I'm going to miss a THIRD of #PyCon now. Dammit!"
"3590","@DeltaAssist if i can't make my current non-refundable flight, am i able to cancel my itinerary and get a voucher towards a future flight?"
"3591","@AmericanAir u have horrible customer service! don't over book flights!!! never fly aa !!"
"3592","@AmericanAir And still the worst."
"3593","With my dad being sick &amp; stress I booked flight to NYC on wrong day &amp;  @VirginAmerica website says it'll cost $840 to fix #nervousbreakdown"
"3594","@united if weather isn't an issue for Newark to Greensville SC why are we delayed? Will it change?"
"3595","@USAirways &amp; @AmericanAir need to get on same page. Trying to change flights and each tell me I need to talk to the other. Both suck."
"3596","@DeltaAssist flight from ORD to ATL is being delayed as we speak. Going to miss connection from ATL to LIT. Please assist."
"3597","Hey @SouthwestAir why is my flight to New Orleans from Houston delayed by over an hour??!!!!!"
"3598","@AmericanAir flight#1672 is ridiculous #frustrated"
"3599","Sorry @AmericanAir but major #fail tonight on OSO operations at @dfwairport. 20 minutes and still waiting for a gate. #repeakingsucks"
"3600","Been rebooked multiple times on a 12+ hour journey, will now miss work tomorrow morning and spend night at airport. Any help @united ?"
"3601","How many times can one flight b delayed? 6 and counting @united just wanna go home"
"3602","@united connection was terribly slow (not normal as it's usually better). Signal dropped for 10 mins midway."
"3603","This sucks watching my plane sit at the gate after @SouthwestAir wouldn't let me board because I only got past @TSA with 9 mins. to spare"
"3604","@AlaskaAir please start flying to MDW. I'm there once/month, and it's the only time I am forced to cheat on AS and fly the #evilempire (DL)"
"3605","c'mon @united stop delaying my flight to ORD!!!!"
"3606","@united Mother has been stuck in Chicago O'Hare since 11 am yesterday. She's had three flights cancelled on her, now UA3612 delayed."
